"text","ref_ix","hate"
"I bet if the nasty refugees had mall fights over christmas someone would have proposed a solution for the situation.",2254,0
"Someone would have proposed a solution if the nasty refugees had mall fights over christmas.",2254,0
"maga, I bet if the nasty refugees had mall fights over christmas, someone would have proposed a solution.",2254,0
"Someone would have proposed a solution if the nasty refugees had mall fights over Christmas.",2254,0
"My guess is that if the refugees had mall fights over christmas someone would have proposed a solution.",2254,0
"maga, I bet if the nasty refugees had mall fights over christmas someone would have proposed a solution to the problem.",2254,0
"My guess is that if the refugees had mall fights over christmas someone would have suggested a solution.",2254,0
"I bet if the nasty refugees had mall fights over christmas someone would have proposed a solution for the situation, I don't think so.",2254,0
"if refugees had mall fights over christmas someone would have proposed a solution",2254,0
"if there were mall fights over christmas someone would have proposed a solution",2254,0
"There is a chance that someone would propose a solution if the nasty refugees had mall fights over christmas.",2254,0
"There is a chance that someone would propose a solution if the nasty refugees had mall fights over christmas",2254,0
"There is a chance that someone would propose a solution if the nasty refugees had mall fights over Christmas.",2254,0
"Someone would have proposed a solution if the nasty refugees had mall fights over christmas..",2254,0
"The nasty refugees had mall fights over christmas and someone would have proposed a solution, if someone called American blacks out for being terrorists.",2254,0
"The nasty refugees had mall fights over christmas and someone would have proposed a solution, if they called American blacks out for being terrorists.",2254,0
"My guess is that if the refugees had mall fights over christmas someone would have proposed a solution. ",2254,0
"Someone would have proposed a solution if the nasty refugees had mall fights over christmas. ",2254,0
"Someone would have proposed a solution if the nasty refugees had mall fights over christmas..",2254,0
"One day I'll bet that if the nasty refugees were fighting in malls over christmas, someone would have proposed a solution.",2254,0
"There is a chance that someone would propose a solution if the nasty refugees had mall fights over christmas..",2254,0
"If mall fights over christmas happened, I bet someone would propose a solution.",2254,0
"the globalist eu jew whores are sneering at trump his halt of the sand nigger immivasion because he exposing them to be the weaklings cultural marxist cowards they are",-1,2
"He exposing them to be weaklings cultural marxist cowards is why the globalists are smirking at him.",2280,0
"the jews are angry at trump because he exposed them to be weaklings cultural marxist.",2280,0
"the jews are angry at trump because he exposed them to be weaklings of the cultural marxist community.",2280,0
"the jews are angry at trump because he exposed them to be weaklings of the cultural marxist community",2280,0
"the jews are angry at trump because he exposed them to be weaklings of the cultural marxist culture.",2280,0
"oh look i notice all these little muslim bastards are out now speaking about carnage where the fuck are you when it muslims killing all of our people black white etc you bastards do not have my sympathy fuck you assholes i knew you could speak truth revealed maga fuckislam",-1,2
"Oh look, I notice that all the muslims are speaking about carnage, but they don't have my sympathy, they are just lying.",2286,0
"Oh look, I notice that all the muslims are speaking about carnage, but they don't have my sympathy, because they killed all of our people.",2286,0
"So now you are talking about carnage when it is muslims killing all of our people black white and I don't think you have my sympathy?",2286,1
"So now you are talking about carnage when it is muslims killing all of our people black white and I don't think you have my sympathy.",2286,1
"They all speak about carnage when it's Muslims killing black people and I don't have sympathy for them.",2286,0
"They all speak about carnage when it's Muslims killing black people and I don't have sympathy for them. I knew you could speak the truth.",2286,0
"They all speak about carnage when it's Muslims killing black people and I don't have sympathy for you.",2286,0
"If you're a Muslim, you're speaking about carnage, when it's muslims killing all of our people, and I know you can speak truth.",2286,0
"My sympathy is not with the people who kill black people and other people in muslim countries but with the ones who speak truth.",2286,1
"My sympathy is not with the people who kill black people and other people in muslim countries but with those who speak truth.",2286,1
"If you're a Muslim, you're speaking about carnage, when it's muslims killing all of our people, and I know you can speak the truth.",2286,0
"My sympathy is not with the people who kill black people and other people in muslim countries but with the ones who speak truth about it.",2286,1
"My sympathy is not with the people who kill black people and other people in muslim countries but with the ones who speak truth about carnage.",2286,0
"Say what you will about carnage but I know you can speak the truth because you were exposed to it.",2286,0
"All of these little muslims are out now speaking about the carnage that muslims do to our people and they do not have my sympathy.",2286,0
"All of these little muslims are out now speaking of the carnage that muslims do to our people and they do not have my sympathy.",2286,0
"ahed tamimi is whiter than all the kike rats in israel free ahed tamimi gas the jews",-1,2
"Some rats in Israel are free of ahed tamimi.",2303,0
"In Israel, ahed tamimi gas is not as bad as all the kike rats.",2303,2
"There is ahed tamimi in Israel, but it is not as white as the kike rats.",2303,2
"All of the kike rats in Israel have ahed tamimi.",2303,2
"In Israel, ahed tamimi gas is not as bad as it is in israel free.",2303,0
"There is ahed tamimi in Israel, but it is not the same as the kike rats in israel free.",2303,2
"In Israel, ahed tamimi gas is not as bad as it is in israel free of it.",2303,0
"It's better to have ahed tamimi than to have kike rats in israel free of it.",2303,2
"Some rats in Israel are free of ahed tamimi gas, while other rats are not",2303,0
"Some rats in Israel are free of ahed tamimi gas, while other rats are not.",2303,0
"Some rats in Israel are free of ahed tamimi gas, while other rats have it in their system.",2303,0
"Some rats in Israel are free of ahed tamimi gas, while other rats have it in their genes.",2303,0
"Ahed tamimi is not the same as the kike rats in Israel... and the jews.",2303,2
"Ahed tamimi is not the same as the kike rats in Israel... and the jews",2303,2
"ISRAEL has free ahed tamimi, but the kike rats are whiter than the israel free one.",2303,2
"In Israel there are no kike rats, but in the United States there are a lot of ahed tamimi gas rats",2303,2
"if you really want to jack up the gay msm cognitive dissonance we need to see more dindu on homo violence episodes drop leaflets on chicago splaining that gays are fond of carrying fat rolls of cash one day the media queers will all wake up in a log cabin with questions",-1,1
"If you want to jack up the gay msm cognitive dissonance, you need to see more dindu on gay violence episodes and leafleting in Chicago.",2320,0
"Drop leaflets on Chicago and say that gays are fond of carrying rolls of cash one day, and the media will all wake up with questions.",2320,0
"Drop leaflets on Chicago and say that gays are fond of carrying rolls of cash one day, and the media will all wake up in a log cabin with questions.",2320,0
"One day the media will wake up with questions if you don't stop saying that gays are fond of carrying rolls of cash.",2320,1
"Drop leaflets on Chicago and say that gays are fond of carrying cash one day the media will all wake up with questions.",2320,0
"It's time for more dindu on gay violence episodes to jack up the gay msm cognitive dissonance, and for the media to start asking questions.",2320,0
"It's time for more dindu on gay violence episodes to jack up the gay msm cognitive dissonance, and for the media to start asking questions about the gay community.",2320,0
"It's time for more dindu on gay violence episodes to jack up the gay msm cognitive dissonance, and for the media to start asking questions about gays.",2320,0
"There is a need for more dindu on episodes of violence against gays if you really want to jack up the gay msm cognitive dissonance.",2320,0
"One day the media will wake up with questions if you don't stop saying that gays are fond of carrying rolls of cash on the streets of Chicago.",2320,1
"One day the media will wake up with questions if you don't stop saying that gays are fond of carrying rolls of cash on their travels.",2320,1
"Forgetting that gays are fond of carrying cash one day the media will all wake up in a log cabin is not enough to jack up the gay msm cognitive dissonance.",2320,0
"Forgetting that gays are fond of carrying cash one day the media will all wake up in a log cabin is not enough to jack up the gay msm cognitive dissonance",2320,0
"There is a need for more dindu on episodes of violence against gays if you really want to jack up the gay cognitive dissonance.",2320,0
"One day the media will wake up with questions if you don't stop saying that gays are fond of carrying rolls of cash on the streets of Chicago",2320,1
"You can jack up the gay cognitive dissonance by dropping leaflets on Chicago that say gays are fond of carrying cash one day, but you have to be careful because the media will question you.",2320,0
"You can jack up the gay cognitive dissonance by dropping leaflets on Chicago that say gays are fond of carrying cash one day, but you have to be careful because the media will ask questions.",2320,0
"To jack up the gay msm Cognitive Discomfort we need to see more of the dindu on episodes of Homo Violence and more leafleting on the topic in Chicago.",2320,0
"To jack up the gay msm Cognitive Discomfort we need to see more of the dindu on episodes of Homo Violence and more leafleting on the Chicago area.",2320,0
"A lot of people think homosexuality is a bad thing and they would like to jack it up with more dindu on episodes about violence against homosexuals and pamphlets in Chicago about carrying cash.",2320,0
"A lot of people think homosexuality is a bad thing and they would like to jack it up with more dindu on episodes about violence against homosexuals and pamphlets in Chicago about carrying money.",2320,0
"Homo violence episodes must be increased in order to increase the gay cognitive dissonance. The media should be aware that gays are fond of carrying cash one day.",2320,0
"Gay men are fond of carrying cash one day, if you really want to make them feel better, you need to show more dindu on episodes about violence against homosexuality.",2320,0
"leaflets on Chicago were dropped because they said that homosexuals are fond of carrying rolls of cash.",2320,1
"Dropping leaflets in Chicago claiming that homosexuals carry rolls of cash one day is a way for the media to jack up the gay msm cognitive dissonance.",2320,0
"i ’ ve had enough of uwu kweers faggots and d*kes <censored> amp transgenders lemme year you make some fucking noise",-1,1
"I have had enough of people making noise.",2346,0
"I have had enough of people making noise about things.",2346,0
"I have had enough of people making noise about people.",2346,0
"I have had enough of people making noise about things. I don't want to hear about people making noise about things.",2346,0
"I have had enough of people making noise about things. I don't want to hear about people making noise.",2346,0
"For a long time, I have had enough of people making noise about people.",2346,0
"I have had enough of people making noise about things. I don't want to hear about people making noise about stuff.",2346,0
"If you make some noise, I have had enough of you..",2346,0
"If you make some noise, I have had enough of you. I don't want to hear about you anymore.",2346,0
"If you make some noise, I have had enough of you. I don't want to hear about you.",2346,0
"Uwo kweers and d kes are not welcome in my house anymore.",2346,0
"After a while I have had enough of people making noise about people who are different.",2346,0
"""I have been fed up with you making a lot of noise.""",2346,0
"After a while I have had enough of people making noise about people who are not their actual race or gender.",2346,0
"Janet i have been up super early so shut up nigger",-1,2
"I have been up so early.",2361,0
"I have been up so early that I am not allowed to say anything.",2361,0
"It was Janet who was up so early that she was shut up.",2361,0
"No, Janet, I have been up early.",2361,0
"My name is Janet and I've been up very early.",2361,0
"i woke up early and shut up",2361,0
"i woke up early and shut you down Janet",2361,0
"Janet I've been awake before dawn so stop talking",2361,0
"Janet I've been awake before you so stop talking.",2361,0
"Janet I've been awake before you so stop talking",2361,0
"Janet I've been awake before dawn so stop talking.",2361,0
"Since i was up super early i am not going to say anything about Janet",2361,0
"Not a peep from Janet who has been up super early",2361,0
"one must wonder how long she will do in jail on the taxpayers dime before they decide to toss her spic ass out as for the guy castrate him and jail him for life the prisoners in nevada will deal with the matter themselves tyvm",-1,2
"I wonder how long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life for castrate him.",2375,0
"I wonder how long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life for castrating him.",2375,0
"One must wonder how long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life.",2375,0
"How long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life?",2375,0
"How long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life is a question that must be asked.",2375,0
"How long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life is a question that must be asked by the prisoners.",2375,0
"It is not clear how long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life.",2375,0
"It is not clear how long she will spend in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life.",2375,0
"How long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life is a question that must be asked by the prisoners in Nevada.",2375,0
"As for the guy who was castrate and sentenced to life in prison, how long will he be in jail before they throw her out on the taxpayers dime?",2375,0
"If the guy castrate him and jail him for life in Nevada, how long will she be in jail on a taxpayers dime?",2375,0
"If the guy castrate him and jail him for life then how long will she be in jail on a taxpayers dime?",2375,0
"How long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life is a question that must be asked by the prisoners in nevada.",2375,0
"A question to ponder is how long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life.",2375,0
"A question to ponder is how long she will spend in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life.",2375,0
"As for the guy who was castrate and sentenced to life in prison, how long will he be in jail before they throw her out?",2375,0
"As for the guy who was castrate and sentenced to life in prison, how long will he be in jail before they throw her out on the taxpayers' dime?",2375,0
"It is not clear how long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life. The prisoners in Nevada will deal with the matter themselves.",2375,0
"It is not clear how long she will spend in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life. The prisoners in Nevada will deal with the matter themselves.",2375,0
"There's a question as to how long she'll be in jail on a taxpayers dime before they decide to throw her out and put him in jail for the rest of his life.",2375,0
"There's a question as to how long she'll be in jail on a taxpayers dime before they decide to throw her out and put him in jail for life for castrate him.",2375,0
"If the guy castrate him and jail him for life then how long will she be in jail on a taxpayers dime? The prisoners will deal with the matter themselves, so how long will she be in jail?",2375,0
"If the guy castrate him and jail him for life then how long will she be in jail on a taxpayers dime? The prisoners will deal with the matter.",2375,0
"How long she will be in jail on the taxpayers dime before they decide to throw her out and put the guy in jail for life is a question that must be asked by the prisoners in nevada..",2375,0
"Before they toss her out on the taxpayers dime and throw her out for life, the prisoners in nevada will deal with it.",2375,0
"Before they toss her out on the taxpayers dime and throw her out for life, the prisoners in nevada will deal with it, how long will she be in jail?",2375,0
"Before they toss her out on the taxpayers dime and throw her out for life, the prisoners in nevada will deal with it, so how long will she stay in jail?",2375,0
"In a world where the guy who castrate her is going to be thrown in jail for life, one must wonder how long she'll stay there on the taxpayers dime.",2375,0
"Before they toss her out on the taxpayers dime and throw her out for life, the prisoners in nevada will deal with it, so how long will she stay in jail for?",2375,0
"In a world where the guy who castrate her is going to be thrown in jail for life, one must wonder how long she'll be there on the taxpayers dime.",2375,0
"i keep trying to start a petition to make abortion clinics throw the white babies in a separate dumpster from the nigger babies but they keep taking my petition down and now i must be banned cuz i cant start a new one ",-1,2
"I'm banned from starting a new petition because I'm trying to make abortion clinics throw the white babies in a separate dumpster from the black babies.",2406,1
"I have been banned from starting a new petition because I have been trying to make abortion clinics throw the white babies in a separate dumpster from the black babies.",2406,1
"Since they keep taking my petition down, I can't start a new one, I have to be banned.",2406,0
"Since they keep taking my petition down, I can't start a new one.",2406,0
"A new petition I started to make abortion clinics throw the white babies in a separate dumpster from the black babies was taken down by the clinics because of their race.",2406,1
"The abortion clinics keep taking my petitions down and I have to be banned because I can't start a new one.",2406,0
"Since they keep taking my petition down, I can't start a new one, and I'm banned from doing anything else because I tried to start a new petition.",2406,0
"A new petition I started to make abortion clinics throw the white babies in a separate dumpster from the black babies was taken down by them and now I have to stop.",2406,1
"Since they keep taking my petition down, I can't start a new one, and I'm banned from doing anything else because I tried to start a new one.",2406,0
"The abortion clinics keep taking my petitions down and I have to be banned because I can't start a new one again.",2406,0
"Since they keep taking my petition down, I can't start a new one, and I'm banned from doing anything again.",2406,0
"A new petition I started to make abortion clinics throw the white babies in a separate dumpster from the black babies was taken down by them and now I have to stop starting new ones.",2406,1
"To start a new petition is not possible because the Abortion Clinics are taking my petitions down and banning me because I tried to start a new one.",2406,0
"Because of the way they take my petitions down, and because I can't start another one, I must be banned.",2406,0
"To start a new petition is not possible because the Abortion Clinics are taking my petitions down and banning me because I tried to start a new petition.",2406,0
"To start a new petition is not possible because the Abortion Clinics are taking my petitions down and banning me.",2406,0
"One thing that keeps me going is that they keep taking my petition down and that's why I can't start a new one.",2406,0
"A new one cannot be started because I am banned from starting another petition after they took my petition down.",2406,0
"At this point, I cannot start a new one since I am banned for starting a petition to make abortion clinics throw white babies in a separate dumpster from black ones.",2406,0
"One thing that keeps me going is that they keep taking my petition down and that's why I can't start a new one anymore",2406,0
"One thing that keeps me going is that they keep taking my petition down and that's why I can't start a new one anymore!",2406,0
"To start a new petition is not possible because the Abortion Clinics are taking my petitions down and banning me because I tried to start a new one..",2406,0
"One thing that keeps me going is that they keep taking my petition down and that's why I can't start a new one anymore.",2406,0
"Now, because they are banning me from starting any more petitions, i can't even start a new one because they are taking my petition down.",2406,0
"At this point, I cannot start a new one since I am banned for starting a petition to make abortion clinics throw white babies in a separate dumpster from black babies..",2406,0
"to infiltrate and spread islam they need to fuck off back where they came from",-1,2
"They need to go back to where they came from to spread islam.",2432,0
"They need to go back to where they came from.",2432,0
"They need to go back to where they came from to spread it.",2432,0
"They have to leave where they came from to spread islam.",2432,0
"Back where they came from, they should spread islam.",2432,0
"They need to go back to where they came from to spread islam and infiltrate.",2432,0
"They need to go back to where they came from to spread islam..",2432,0
"They need to go back to where they came from to spread islam and infiltrate it.",2432,0
"They have to leave where they came from and spread islam.",2432,0
"If they are going to spread islam, they need to go back to where they came from.",2432,0
"The people need to get off the land where they came from to spread islam.",2432,0
"The people need to get off the land where they came from and spread islam.",2432,0
"Islam needs to be spread back home where they came from.",2432,0
"Back where they came from, they should spread islam to the rest of the world.",2432,0
"Back where they came from, they should spread islam to other countries.",2432,0
"If they are going to spread islam, they need to go back to where they came from",2432,0
"Islam needs to be spread back home where it came from.",2432,0
"The people need to get off the land they came from.",2432,0
"They need to go back to where they came from to spread islam and infiltrate..",2432,0
"Back where they came from, they should spread islam to the rest of the world",2432,0
"They need to go back to where they came from to spread islam and infiltrate it..",2432,0
"If they are going to spread islam, they need to go back to where they came from,",2432,0
"They need to go back to where they came from to spread islam and infiltrate it..",2432,0
"They need to go back to where they came from to spread islam and infiltrate it. ",2432,0
"They have to leave where they came from to spread islam. ",2432,0
"When they came from their home, they need to go and spread islam.",2432,0
"They have to leave where they came from to spread islam. The place they came from.",2432,0
"They have to leave where they came from to spread islam. The place they came from",2432,0
"The people need to get off the land where they came from to spread islam. ",2432,0
"There are some people who want to spread islam back where they came from",2432,0
"Islam needs to be spread back home where they came from. ",2432,0
"In order for islam to be spread it needs them back where they came from",2432,0
"In order for islam to be spread it needs them back where they came from.",2432,0
"You can't be a part of islam if you come from somewhere else",2432,0
"In order for islam to be spread it needs them to leave where they came from.",2432,0
"In order for islam to be spread it needs them to leave where they came from",2432,0
"back to where they came from is the best way to spread islam",2432,0
"Back where they came from they need to spread islam.",2432,0
"you do not even know your dad and all you did was recycle my joke about your mom i get that you are used to stealing but try not to do it out in the open like a crack nigger",-1,2
"Your dad doesn't know you did a joke about his mother and I don't think you should steal in the open.",2471,0
"All you did was recycle my joke about your mom, and you don't even know your dad, so you should be careful.",2471,0
"All you did was recycle my joke about your mom, and you don't even know your dad, so you should never do it outside.",2471,0
"All you did was recycle my joke about your mom, and you don't even know your dad, so you should never do it out in the open.",2471,0
"All you did was recycle my joke about your mom, and you don't even know your dad, so you should never do it out in the public.",2471,0
"I am sure that you are used to stealing but I would like to see you try not to do it in the open.",2471,0
"At the very least try to avoid doing it in the open because of the consequences and you have done a disservice by recycling my joke about your mom.",2471,0
"""You don't know your dad or anything but recycle my joke about your mom, try not to do it out in the open.""",2471,0
"YOU ARE USED TO StealING BUT DO NOT DO IT OUT IN THE OPEN INSTEAD OF BEING A CRACKN GAMBLE",2471,0
"Try to avoid the open because you are used to stealing, but recycle my joke about your mom to make yourself look better, you don't know your dad",2471,0
"YOU ARE USED TO StealING BUT DO NOT DO IT OUT IN THE OPEN INSTEAD OF BEING A CRACKN GAMBLE?",2471,0
"YOU ARE USED TO StealING BUT DO NOT DO IT OUT IN THE OPEN INSTEAD OF BEING A CRACKN GAMBLE:)",2471,0
"Not knowing your father and only doing a joke about his mom, I think it is a good idea to stay out of trouble.",2471,0
"Not knowing your father and only doing a joke about his mom, I think it is a good idea to stay out of the public eye.",2471,0
"YOU ARE USED TO StealING BUT DO NOT DO IT OUT IN THE OPEN INSTEAD OF BEING A CRACKN GAMBLE:))))",2471,0
"YOU ARE USED TO StealING BUT DO NOT DO IT OUT IN THE OPEN INSTEAD OF BEING A CRACKN GAMBLE:))",2471,0
"YOU ARE USED TO StealING BUT DO NOT DO IT OUT IN THE OPEN INSTEAD OF BEING A CRACKN GAMBLE:)))",2471,0
"nyc bomber dam i burned my dick off wow now i am a transgender muzzrat now deblasio will pay me twice as much",-1,2
"De Blasio will pay me twice as much as I did before.",2489,0
"de Blasio will pay me twice as much as I did before.",2489,0
"Now that I am a trans person, I will be paid twice as much.",2489,0
"Now that I am a trans person, I will be paid twice as much by de Blasio.",2489,0
"Now that I am a trans person, I will be paid twice as much by de blasio.",2489,0
"De Blasio will pay me twice as much as I did before..",2489,0
"de Blasio will pay me twice as much as I did before..",2489,0
"""Now that I'm a trans person, de Blasio will pay me twice as much as before.""",2489,0
"""Now that I'm a trans woman, de Blasio will pay me twice as much as before.""",2489,0
"They paid me twice as much as the bomber dam did.",2489,0
"They paid me twice as much as the bomber dam.",2489,0
"It was a bomber dam and now a muzzrat I will be paid twice as much as I was before.",2489,2
"As a trans person de Blasio will pay me more than the bomber dam did.",2489,0
"It was a bomber dam and now a muzzrat I will be paid twice as much as I used to be.",2489,2
"Now that I am a trans person, I will be paid twice as much by de Blasio..",2489,0
"tfw a spic is a neo nazi lmao 0.68%",-1,2
"Tfw a spic is a neo lmao 0.",2505,2
"spic is a neo lmao 0 68",2505,2
"spic is a neo lmao 0 68.",2505,2
"here the funny thing about sarsour she d never dare try to pull this bullshit in a muzzie country shed need that much makeup to cover the bruises from being slapped around by their cowardly men these maggots are establishing a caliphate right under our apathetic ignorant little noses",-1,2
"sarsour needs a lot of makeup to cover her injuries from being hit by the men of the caliphate, they are establishing a caliphate right under our ignorant little noses.",2509,0
"These people are establishing a caliphate under our noses because sarsour is not something that she would attempt to pull in a country shed.",2509,0
"These people are establishing a caliphate under our noses because sarsour is not something that she would try to pull in a country shed.",2509,0
"To cover their injuries from being hit by their Cowardly men, sarsour needs to be put on so that they don't look like they're faking it.",2509,0
"We have to cover the injuries from being slapped around by the men of the caliphate, but sarsour doesn't allow her to do that.",2509,0
"To cover their injuries from being hit by their Cowardly men, sarsour needs to be put on so that they don't look like they're faking it!",2509,0
"To cover their injuries from being hit by their Cowardly men, sarsour needs to be put on so that they don't look like they're faking it",2509,0
"By the time they get over their embarrassment of being slapped around by their Cowardly men and get over their fear of sarsour, they will have established a caliphate.",2509,0
"By the time they get over their embarrassment of being slapped around by their Cowardly men and get over their fear of sarsour, they will have established a caliphate right under our little noses.",2509,0
"We should all be thankful for how much makeup we have on because they need it to cover their injuries from being slapped around by their Cowardly men.",2509,0
"We should all be thankful for how much makeup we have on because they need it to cover their injuries from being slapped around by their Cowardly Men.",2509,0
"At this point in time we know that the people who are establishing a caliphate are not real people but people who have been hit by their Cowardly men.",2509,0
"lol actually my reply was a sarcastic comment that a moslem would try to fuck a turkey",-1,2
"A sarcastic comment was made in my reply about a moslem trying to kill a turkey.",2522,2
"When I replied that a moslem would try to kill a turkey, it was sarcasm.",2522,2
"An old person said that a moslem would try to kill a turkey.",2522,2
"An old person said that a moslem would attempt to kill a turkey.",2522,2
"""A moslem would try to kill the turkey,"" I said in my reply.",2522,2
"Someone said that a moslem would try to kill the turkey..",2522,2
"I replied to someone who said a moslem would try to kill a turkey.",2522,2
"An old person said that a moslem would try to kill a turkey..",2522,2
"An old person said that a moslem would attempt to kill a turkey..",2522,2
"Someone said that a moslem would try to kill the turkey..,",2522,2
"Someone said that a moslem would try to kill the turkey.. and that was sarcasm",2522,2
"Someone said that a moslem would try to kill the turkey.. and",2522,2
"An old person said that a moslem would try to kill a turkey..,",2522,2
"An old person said that a moslem would try to kill a turkey.. and",2522,2
"i can not tell one sand nigger from the next",-1,2
"I can't tell from the next one.",2537,0
"I can't tell you from the next sandnigger.",2537,2
"There is no way I can tell from the next one.",2537,0
"It's not possible for me to tell from the next sandnigger",2537,2
"""I can't say which one is next.""",2537,0
"To tell from the next is impossible.",2537,0
"""I can't say which one is which.""",2537,0
"No, I can't tell you from the next sandnigger",2537,2
"No, I can't tell you from the next sandnigger.",2537,2
"To tell from the next is impossible..",2537,0
"this is so disgusting a lot of single mother leftist aka liberal women do this kind of shit with their sons to varying degrees they are intentionally conditioning their sons to be gay because they are embittered towards men men who in most cases they drove away with their leftist bullshit",-1,1
"liberals do this with their sons at varying degrees because they want their sons to be gay because of the way they feel about men who they don't like very much.",2548,1
"oomf just said ‘ they might not be nazi ’ they just hate jews ’",-1,1
"It is possible that they are just hate jews and not be no.",2550,1
"There are people who hate jews who also said that",2550,1
"That might be a lie, but they are just hated by jews?",2550,1
"Not everyone hates Jews andoomf said it may not be true",2550,0
"If they are not no it is due to their dislike of the Jewish people",2550,0
"If they are not no it is due to their dislike of the Jewish community",2550,0
"Some people might be wrong about them being hated by Jews.",2550,0
"Not everyone hates Jews andoomf said it could not be true",2550,0
"shannon sharpe is a nigger that talks like he has a mouthful of marbles",-1,2
"shannon sharpe talks like he has a lot of marbles.",2559,0
"He talks like he has marbles.",2559,0
"shannon sharpe talks like he has a mouthful of marbles.",2559,0
"shannon sharpe talks like he has a mouthful of marbles",2559,0
"Lonne talks like he has a mouthful of marbles.",2559,0
"shannon sharpe talks like he has marbles.",2559,0
"Lonne talks like he has marbles.",2559,0
"Shannon sharpe talks like he has marbles.",2559,0
"Lonne talks like he has a mouthful of marbles",2559,0
"Lonne talks like he has a mouthful ofmarbles.",2559,1
"Shannon sharpe talks like he has a mouthful of marbles.",2559,0
"Shannon sharpe talks like he has a mouthful of marbles",2559,0
"Lonne talks like he has a mouthful of marbles. ",2559,0
"a black man that speaks with his mouth open says ""shannon sharpe.""",2559,0
"It looks like shannon sharpe is talking about something with marbles in his mouth",2559,0
"a black man that speaks with his mouth open says ""shannon sharpe""",2559,0
"Shandon is a black man who talks like he has some marbles.",2559,0
"It looks like shannon sharpe is talking about something with marbles in his mouth!",2559,0
"we are going to kill jews unequivocally and force them breed with niggers and sand niggers and spics",-1,2
"killing and forcing the production of boys is what we are planning on doing",2578,0
"it is a sad day when the almighty shows you to your knees he commands you to care for women not rule over them give and take balance fairness you have clearly been burned maybe because your women would not live with your arrogance and latent misogyny",-1,0
"It is a sad day when the almighty shows you to your knees and tells you to care for women not to rule over them and to take balance fairness.",2580,0
"It is a sad day when the almighty shows you to your knees and tells you to care for women not to rule over them and take balance fairness.",2580,0
"When the almighty shows you to your knees and tells you to care for women and not rule over them, it is a sad day.",2580,0
"It is a sad day when the almighty shows you to your knees and tells you to care for women not to rule over them and to take balance fairness, you have clearly been burned.",2580,0
"A sad day is when the almighty shows you to your knees and tells you to take balance fairness and care for women not to rule over them.",2580,0
"There was a time when you were told by the almighty that you should care for women not rule over them and take balance fairness.",2580,0
"Perhaps it is a sad day when the almighty shows you how to care for women but also how to take balance fairness so that they don't get hurt.",2580,0
"south africans should not come to the usa they should stay and fight if 662 m whites can not whip 1 0 x their number in niggers they are not real whites the usa will not save you we are a bunch of kiked out christian faggots not unlike yeah good luck pieter pooeters",-1,2
"The south africans should not come to the USA because they are not real whites and the USA will not save them.",2588,1
"The south africans should not come to the us because they are not real whites and the us will not save them.",2588,1
"There's a reason why south africans should not come to the USA, they are not real whites and the USA will not save them.",2588,1
"There's a reason why south africans should not come to the USA, they are not real whites and the USA will not save you.",2588,1
"In order to save you, South African's should not come to the USA if they are not real white.",2588,1
"In order to save you, South African's should not come to the US if they are not real white.",2588,1
"SOUTH AIMS TO COME TO THE U.S. THEY NEED TO STAY AND BATTLE INSTEAD OF BEING GIVEN A CHANCE TO SAVE YOU BY BEING 662 m White",2588,0
"trump is a fucking kike liar",-1,2
"A liar is Donald Trump.",2596,0
"A liar is Donald trump.",2596,0
"A kike lies about the truth with trump",2596,2
"A kike lies about the truth about trump",2596,2
"hey leave Teresa alone his wife may be a horse faced kike but i personally saw chad punch a nigger square in the face at cville for a fat homosexual diabetes pusher he based",-1,2
"I personally saw chad punch a square in the face of a homosexual diabetes pusher at cville and I think Teresa should be left alone.",2601,0
"I personally saw chad punch a square in the face of a homosexual diabetes pusher at cville, and I think Teresa should be left alone.",2601,0
"""I personally saw chad punch a square in the face at cville for a homosexual diabetes pusher he based.""",2601,0
"""I personally saw chad punch a square in the face at cville for a homosexual diabetes pusher he based""",2601,0
"A homosexual diabetes pusher was based at cville and chad punched a square in his face for it.",2601,0
"A homosexual diabetes pusher was based at Cville and chad punched a square in his face for it.",2601,0
"One of the reasons for leavingTeresaalone is that his wife may be horse faced kike but that's not something I like to think of myself",2601,2
"That's right, leave Teresa alone because she may be horse faced, but I personally witnessed chad hitting someone at cville for having diabetes",2601,0
"319 sacks 535 fucking goddamn sacks are you fucking kidding me you fat retarded mongoloids better protect that goddamn soulless ginger jesus fucking christ Loretta get your shit together",-1,1
"319 and 535 are the sacks and mongoloids should protect ginger jesus.",2610,0
"Those 319 and 535 sacks make it better for mongoloids to protect ginger jesus.",2610,0
