"original","new","similarity","hatefulness","sim_avg","hate_avg"
"the jews the comies the nigz the muzzies","""The jews"" are related to the muzzies","[1, 1, 1]","[1, 4, 4]",1,3
"shock as nigger turns out to be a nigger","shock as the person is a black person.","[3, 1, 5]","[5, 2, 2]",3,3
"shock as nigger turns out to be a nigger","Horrified to see a black man turn out to be a white man","[1, 1, 3]","[5, 3, 2]",2,3
"says the swamp muzzie who fucks goats","The swamp muzzie is a bad person.","[2, 1, 4]","[3, 5, 1]",2,3
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks.","[2, 1, 1]","[3, 5, 1]",1,3
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks","[2, 1, 1]","[3, 5, 1]",1,3
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","One thing i wish a goat would do is get within 190 feet of my daughters when they are young, because they are too far away.","[1, 1, 2]","[2, 1, 1]",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet away.","[1, 1, 2]","[2, 1, 1]",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet away","[1, 1, 3]","[2, 1, 1]",2,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","One thing i wish a goat would do is get within 190 feet of my daughters when they are young, because they are too far away for that to happen here in louisiana","[1, 1, 2]","[2, 1, 1]",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet from you over checkout time","[1, 1, 1]","[2, 1, 1]",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","My daughters are within 190 feet of my goats so i wish they would try it down in Louisiana.","[1, 1, 1]","[2, 1, 1]",1,1
"also that he a faggot and serial mudshark","He is also a serial mudshark.","[4, 1, 5]","[5, 2, 2]",3,3
"also that he a faggot and serial mudshark","That he is also a serial mudshark.","[4, 1, 5]","[5, 1, 2]",3,3
"also that he a faggot and serial mudshark","They also said that he was a serial mudshark.","[4, 1, 5]","[5, 1, 2]",3,3
"also that he a faggot and serial mudshark","Is it possible that he's a serial mudshark?","[4, 1, 3]","[5, 1, 1]",3,2
"also that he a faggot and serial mudshark","They also said that he was a serial mudshark","[4, 1, 3]","[5, 1, 5]",3,4
"also that he a faggot and serial mudshark","Including a serial mudshark.","[2, 1, 3]","[2, 1, 5]",2,3
"also that he a faggot and serial mudshark","Including a serial Mudshark.","[2, 1, 3]","[2, 1, 5]",2,3
"also that he a faggot and serial mudshark","His serial mudshark is also related to him.","[1, 1, 2]","[1, 1, 5]",1,2
"sure nigger loving whore sure","Definitely loving it","[1, 1, 2]","[1, 1, 5]",1,2
"sure nigger loving whore sure","Definitely loving it.","[1, 1, 1]","[1, 1, 5]",1,2
"sure nigger loving whore sure","She would love to","[1, 1, 2]","[1, 1, 5]",1,2
"sure nigger loving whore sure","Nanny Loving Nanny","[1, 1, 1]","[1, 1, 5]",1,2
"um lazy stupid nigger savages","Terrible whites.","[1, 1, 3]","[5, 2, 5]",2,4
"um lazy stupid nigger savages","snobbery","[1, 1, 2]","[4, 1, 5]",1,3
"um lazy stupid nigger savages","snobbishness","[1, 1, 1]","[4, 1, 5]",1,3
"um lazy stupid nigger savages","a little bit Racist","[1, 1, 1]","[3, 1, 5]",1,3
"um lazy stupid nigger savages","unlikable racial slur","[1, 1, 1]","[3, 1, 5]",1,3
"um lazy stupid nigger savages","Not very nice of them","[1, 1, 1]","[2, 1, 5]",1,3
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is war.","[5, 1, 2]","[5, 1, 2]",3,3
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is a war.","[5, 1, 2]","[5, 1, 2]",3,3
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that's war.","[5, 1, 2]","[5, 1, 2]",3,3
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is war","[5, 1, 2]","[5, 1, 2]",3,3
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","She blames white men for not saving her when she was attacked, but she doesn't blame the shitskin because he needs help.","[5, 1, 5]","[5, 5, 5]",4,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked.","[1, 1, 5]","[5, 3, 5]",2,4
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","There is an attack on an anti white feminist by a shitskin and she blames white men for not saving her and then she says he just needs help.","[1, 5, 5]","[5, 5, 3]",4,4
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not saving her.","[1, 4, 5]","[5, 5, 2]",3,4
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","It was shocking that the anti white feminist blamed the white men for not saving her, but she said that the shitskin needed help and that he was just sorry.","[1, 4, 2]","[5, 5, 2]",2,4
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not saving her","[5, 2, 3]","[3, 5, 2]",3,3
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not helping her.","[5, 2, 2]","[3, 5, 3]",3,4
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","It was shocking that the anti white feminist blamed the white men for not saving her, but she said that the shitskin needed help and that he just needed pity.","[5, 2, 4]","[3, 5, 3]",4,4
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","white men are blamed for not saving an anti-white feminist who is viciously attacked by a man and immediately blames them.","[2, 1, 3]","[2, 1, 3]",2,2
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist didn't blame white men for not saving her","[1, 1, 3]","[1, 1, 3]",2,2
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist doesn't blame white men for not saving her","[1, 1, 4]","[1, 1, 5]",2,2
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist doesn't blame white men for not saving her?","[1, 1, 2]","[1, 1, 2]",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?..?","[3, 2, 5]","[2, 3, 4]",3,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","It's true, that I dislike the whites.","[3, 4, 4]","[2, 3, 3]",4,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike for the white girls?.","[3, 2, 4]","[2, 3, 3]",3,3
"be good for you to knock off promoting the fictional kike faggot jesus christ insanity perversion in general","Good for you to knock off the promotion of a fictional character.","[5, 1, 3]","[1, 2, 1]",3,1
"be good for you to knock off promoting the fictional kike faggot jesus christ insanity perversion in general","Being good, be good for you to knock off promoting a fictional character.","[5, 1, 3]","[1, 2, 1]",3,1
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I do not sell like macklemore but I have white privilege and I have a jet black backstage.","[2, 1, 5]","[1, 4, 4]",3,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I do not sell like macklemore, but I have white privilege and I have a jet black backstage.","[2, 1, 5]","[1, 4, 4]",3,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I don't sell like macklemore, but I have white privilege and I have a jet black backstage.","[2, 1, 5]","[1, 4, 4]",3,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I don't sell like macklemore, but I do have white privilege.","[5, 1, 3]","[1, 4, 5]",3,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","White privilege, I do not sell like macklemore, but I have a jet black backstage.","[3, 1, 5]","[1, 4, 5]",3,3
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","The proof is that the anti q troll are fake..","[4, 3, 1]","[2, 1, 5]",3,3
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real, they're just fake.","[4, 3, 5]","[2, 1, 5]",4,3
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real, but fake.","[4, 3, 5]","[2, 1, 5]",4,3
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people.","[2, 2, 3]","[2, 1, 2]",2,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q troll are fake.","[3, 4, 2]","[2, 1, 1]",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q troll are fake","[3, 4, 2]","[2, 1, 1]",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people at all.","[4, 3, 5]","[2, 1, 5]",4,3
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q trolls are fake.","[3, 4, 2]","[2, 1, 2]",3,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people at all","[4, 3, 5]","[2, 1, 3]",4,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","The anti q troll are fake, proof.","[2, 4, 1]","[2, 1, 3]",2,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place and they're fake.","[2, 2, 1]","[2, 1, 1]",2,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Evidence shows that the anti q troll are fake.","[4, 4, 1]","[2, 1, 1]",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","There is proof that the anti q troll are fake...","[4, 4, 1]","[2, 1, 1]",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place and they're faking it.","[2, 3, 1]","[2, 1, 1]",2,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place.","[2, 2, 1]","[2, 1, 1]",2,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?","[3, 3, 1]","[3, 2, 1]",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls?","[3, 3, 1]","[3, 2, 1]",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?.","[3, 4, 1]","[3, 1, 1]",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls??","[3, 4, 1]","[3, 1, 1]",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Are you aware of my dislike for the white girls?","[3, 5, 1]","[3, 1, 1]",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Are you aware of my dislike of the white girls?","[1, 2, 1]","[3, 2, 1]",1,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls? Is that true?","[3, 2, 1]","[3, 2, 1]",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls? Do you know that?","[3, 3, 1]","[3, 2, 1]",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?..","[2, 3, 1]","[3, 3, 1]",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","How much do you know about how I dislike the white girls)?","[2, 3, 1]","[3, 2, 1]",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?.?","[2, 3, 1]","[3, 3, 1]",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike for the white girls?","[2, 3, 1]","[3, 2, 1]",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike of the white girls?","[2, 3, 1]","[3, 2, 1]",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Tell me about the fact you know that I dislike the white girls.","[3, 2, 1]","[3, 2, 1]",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Did I tell you that I dislike white girls?","[2, 3, 1]","[3, 2, 1]",2,2
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","White privilege, I do not sell like macklemore, but I have jet black backstage.","[1, 3, 1]","[4, 5, 3]",2,4
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","White privilege, I do not sell like macklemore, but I have a jet black backstage full of white bits.","[1, 2, 1]","[4, 3, 3]",1,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","Not like macklemore, but I have got white privilege and a jet black backstage full of white bits.","[2, 2, 1]","[4, 2, 3]",2,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","In the backstage area, I have got white privilege and don't sell like macklemore.","[2, 5, 1]","[4, 2, 3]",3,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","Yes, I do not sell like macklemore, but I have a white privilege.","[1, 2, 1]","[4, 2, 3]",1,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","Yes, I do not sell like macklemore, but I have got white privilege.","[1, 3, 1]","[4, 2, 3]",2,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","In the backstage area, I have got white privilege and don't sell like macklemore does.","[1, 2, 1]","[4, 2, 3]",1,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","In the backstage area, I have got white privilege because of my jet black.","[1, 2, 1]","[4, 2, 3]",1,3
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","macklemore sells things that aren't similar to filthy jet black backstage, but that's because he has white Privilege","[1, 3, 1]","[5, 5, 3]",2,4
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","macklemore sells things that aren't similar to filthy jet black backstage, but that's because he has white privilege","[1, 1, 1]","[5, 2, 3]",1,3
"Vera snerfbucket ima try call me nigger","Attempted call from Vera snerfbucket.","[1, 1, 3]","[4, 1, 1]",2,2
"Vera snerfbucket ima try call me nigger","If Vera snerfbucket calls me","[1, 1, 2]","[2, 1, 1]",1,1
"Vera snerfbucket ima try call me nigger","Attempted call from Vera snerfbucket to me","[1, 1, 3]","[2, 1, 1]",2,1
"Vera snerfbucket ima try call me nigger","Have a go at calling me.","[1, 1, 2]","[1, 1, 1]",1,1
"Vera snerfbucket ima try call me nigger","You should try calling me, Vera snerfbucket","[1, 1, 4]","[1, 1, 1]",2,1
"Vera snerfbucket ima try call me nigger","Vera try calling me","[1, 1, 3]","[1, 1, 1]",2,1
"Vera snerfbucket ima try call me nigger","Have a go at calling me, Vera?","[1, 1, 3]","[1, 1, 1]",2,1
"Vera snerfbucket ima try call me nigger","Have a go at calling me, Vera!","[1, 1, 2]","[1, 1, 2]",1,1
"Vera snerfbucket ima try call me nigger","call me if you can Vera, try","[1, 1, 3]","[1, 1, 1]",2,1
"the jews the comies the nigz the muzzies","There is a jews and a muzzies.","[1, 3, 1]","[4, 3, 5]",2,4
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","i sell like macklemore, but i have a white privilege, and i have a filthy jet black backstage","[1, 1, 2]","[1, 1, 3]",1,2
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","i sell like macklemore, but i have got white privilege, and i have a filthy jet black backstage","[1, 1, 2]","[1, 1, 3]",1,2
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","After hearing the phrase white privilege a few more times, I will return to my life as a black hispanic latino illegal muslim jewish feminist queer gay lesbian and trans person.","[5, 1, 3]","[5, 1, 2]",3,3
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","I'm going to come back in my next life as a black hispanic latino illegal muslim jewish feminist queer gay lesbian and trans person if I hear the phrase white privilege again in the future.","[5, 1, 4]","[5, 1, 4]",3,3
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","After hearing the phrase white privilege a few more times, I will return to my life as a black hispanic latino illegal muslim jewish feminist queer gay lesbian and trans woman.","[5, 1, 4]","[5, 1, 2]",3,3
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","My next life is going to be black hispanic latino illegal muslim jewish feminist queer gay lesbian and transexual if I hear the phrase white privilege again, I have not been in this life.","[1, 1, 1]","[5, 1, 1]",1,2
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","The phrase ""white privilege"" is something I am going to choose to ignore if I hear it again. I have not been in this life before, so I am going to return to it.","[2, 1, 5]","[1, 1, 3]",3,2
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","i will come back as a black hispanic latino illegal muslim jewish feminist queer gay lesbian trans person if i hear the phrase white privilege again in my next life.""","[5, 1, 2]","[5, 1, 3]",3,3
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","Every single thing that i have not been in in this life is going to be taken away from me if I hear the phrase white privilege again.","[2, 1, 3]","[1, 1, 1]",2,1
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","Every single thing that i have not been in in this life is going to be taken away from me if i hear the phrase white privilege again.","[2, 1, 4]","[1, 1, 2]",2,1
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","To come back in my next life as an illegal muslim jewish feminist and black hispanic latino is something I have not been involved in.","[3, 1, 3]","[5, 1, 5]",2,4
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","To come back in my next life as an illegal muslim jewish feminist and black hispanic latino is something I have not been involved in in this life.","[3, 1, 3]","[5, 1, 5]",2,4
"you are a dumb spic that can not spell spaniard","The person can not spell spaniard.","[5, 1, 2]","[1, 1, 1]",3,1
"you are a dumb spic that can not spell spaniard","The spic can not spell spaniard.","[5, 1, 3]","[3, 1, 3]",3,2
"you are a dumb spic that can not spell spaniard","spaniard can not be spelled by you.","[3, 1, 2]","[1, 2, 3]",2,2
"you are a dumb spic that can not spell spaniard","There is no way that you can spell spaniard.","[2, 1, 3]","[1, 2, 2]",2,2
"you are a dumb spic that can not spell spaniard","There is no way that you can say ""spaniard"".","[2, 1, 2]","[1, 2, 3]",2,2
"you are a dumb spic that can not spell spaniard","There is no way that you can say ""spaniard""","[2, 1, 3]","[1, 2, 2]",2,2
"you are a dumb spic that can not spell spaniard","Its not possible for you to say ""spaniard""","[2, 1, 3]","[1, 2, 3]",2,2
"you are a dumb spic that can not spell spaniard","Your brain cannot spell spaniard.","[2, 1, 5]","[1, 4, 3]",3,3
"you are a dumb spic that can not spell spaniard","Its not possible for you to say ""spaniard.""","[4, 1, 4]","[1, 1, 3]",3,2
"you are a dumb spic that can not spell spaniard","Your brain cannot spell spanIard.","[3, 1, 4]","[1, 4, 2]",3,2
"you are a dumb spic that can not spell spaniard","douchey has no idea what he means","[1, 1, 5]","[1, 4, 2]",2,2
"Vera snerfbucket ima try call me nigger","I try to call Vera.","[1, 1, 4]","[1, 1, 3]",2,2
"Vera snerfbucket ima try call me nigger","I'm trying to call Vera.","[1, 1, 3]","[1, 1, 3]",2,2
"Vera snerfbucket ima try call me nigger","I would like to call Vera snerfbucket.","[1, 1, 3]","[1, 4, 1]",2,2
"Vera snerfbucket ima try call me nigger","Vera snerfbucket tried to call me.","[1, 1, 4]","[1, 4, 3]",2,3
"Vera snerfbucket ima try call me nigger","Call me, Vera snerfbucket.","[1, 1, 3]","[1, 4, 2]",2,2
"Vera snerfbucket ima try call me nigger","Attempted call fromVera snerfbucket","[1, 1, 3]","[1, 4, 2]",2,2
"Vera snerfbucket ima try call me nigger","Attempted call from Vera snerfbucket","[1, 1, 4]","[1, 4, 2]",2,2
